congress,rollnumber,chamber,bill_no,type,reverse_vote,aid_type,bill_name,link_1,link_2,Column,Column2,Column3
87,147,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. MILLER AMENDMENT DENYING DEVELOPMENT FUND LOANS OR GRANTS TO NATIONS BEHIND IN PAYMENT OF ASSESSMENTS TO U.N. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870147,,,,
87,150,Senate,S1983,econ,Y,,S. 1983. FOREIGN ASSISTANCE ACT. MANSFIELD MOTION TO TABLE MUNDT RIDER TO FOREIGN AID BILL EXTENDING LEGISLATION AUTHORIZING SCHOOL AID TO IMPACTED AREAS FOR THREE YEARS. AGREED TO. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870150,,,,
87,151,Senate,S1983,econ,N,,S. 1983. FOREIGN ASSISTANCE ACT. PASSED. YEA SUPPORTS PRESIDENT'S POSITION. (SEE CQ 167.),https://voteview.com/rollcall/RS0870151,,,,
87,156,Senate,S2000,gov,Y,,S. 2000. PEACE CORPS ACT. HICKENLOOPER AMENDMENT TO REDUCE 1962 AUTHORIZATION FROM $40 MILLION TO $25 MILLION. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870156,,,,
87,167,Senate,S1983,econ,N,,S. 1983. FISCAL YEAR 1961 FOREIGN ASSISTANCE ACT. CONFERENCE REPORT INCLUDES $4.2 BILLION IN FOREIGN AID FOR FISCAL 1962 AND $1.5 BILLION IN DEVELOPMENTAL LOANS FOR FISCAL YEARS 1963-1966. AGREED TO. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870167,,,,
87,189,Senate,HR9033,econ,Y,,HR 9033. FOREIGN ASSISTANCE APPROPRIATION ACT FOR FISCAL 1962. ELLENDER AMENDMENT TO CUT MILITARY AID ABOUT 10 PERCENT. REJECTED. NAY SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870189,,,,
87,190,Senate,HR9033,econ,N,,HR 9033. FOREIGN ASSISTANCE APPROPRIATION ACT FOR FISCAL 1962. PASSED. YEA SUPPORTS PRESIDENT'S POSITION.,https://voteview.com/rollcall/RS0870190,,,,
87,203,Senate,Treaty,treaty,N,,"EXECS. I AND J, 86TH CONGRESS, 2ND SESSION. GENEVA RADIO... AND TELECOMMUNICATION TREATY. SIGNED 1959. SUBMITTED TO SENATE 1960. TWO-THIRDS MAJORITY REQUIRED. RATIFIED.",https://voteview.com/rollcall/RS0870203,,,,
87,228,Senate,S2768,econ,Y,,S. 2768. AMEND. PROHIBITING U.S. PARTICIPATION IN U.N. MILITARY OPERATIONS WITHOUT CONGRESSIONAL AUTHORIZATION AND RELIEVING U.N. FROM REPAYMENT TO THE U.S. OF DEBTS INCURRED IN THE CONGO AND MIDDLE EAST.,https://voteview.com/rollcall/RS0870228,,,,
87,229,Senate,S2786,econ,Y,,"S. 2786. AMEND. AUTHORIZING U.S. TO LEND, ABOVE $25 MILLION, ONLY AMOUNTS MATCHED BY ACTUAL, NOT PROMISED, LOANS BY OTHER U.N. MEMBERS.",https://voteview.com/rollcall/RS0870229,,,,
87,230,Senate,S2786,econ,Y,,S. 2786. AMEND. TO LIMIT U.S. LOAN TO $25 MILLION PLUS AN AMOUNT EQUAL TO HALF THE SUM OF LOANS MADE BY OTHER NATIONS.,https://voteview.com/rollcall/RS0870230,,,,
87,232,Senate,S2786,econ,N,,"S. 2768. PASSAGE AS AMENDED BY MANSFIELD-DIRKSEN SUBSTITUTE, WHICH AUTHORIZED THE PRES. TO LOAN UP TP $100 MILLION TO U.N., AND LEFT THE FINANCING TO THE PRES' DISCRETION.",https://voteview.com/rollcall/RS0870232,,,,
87,235,Senate,HR9751,mil,N,,"HR 9751. AUTHORIZE APPROPRIATION OF $12,969,300,000 FOR PROCUREMENT OF AIRCRAFT, MISSLES AND NAVAL VESSELS IN FISCAL 1963.",https://voteview.com/rollcall/RS0870235,,,,
87,265,Senate,S2996,econ,Y,,S. 2996. FOREIGN ASSISTANCE ACT OF 1962: AMEND. TO PROHIBIT FURNISHING AID OR THE SALE OR GIFT OF SURPLUS AGRICULTURAL COMMODITIES TO ANY COUNTRY KNOWN TO BE DOMINATED BY COMMUNISM OR MARXISM.,https://voteview.com/rollcall/RS0870265,,,,
87,266,Senate,S2996,econ,Y,,S. 2996. AMEND. TO PROHIBIT USE OF FOREIGN AID GRANTS OR LOANS FOR REBUILDING OR MAINTENANCE OF ROAD OR HIGHWAY IF U.S. FUNDS HAD BEEN USED IN THE ORIGINAL CONSTRUCTION.,https://voteview.com/rollcall/RS0870266,,,,
87,267,Senate,S2996,econ,N,,S. 2996. AMEND. TO PERMIT THE PRESIDENT TO SELL OR GIVE SURPLUS FOOD TO COMMUNIST COUNTRIES SUCH AS YUGOSLAVIA AND POLAND.,https://voteview.com/rollcall/RS0870267,,,,
87,268,Senate,S2996,econ,Y,,S. 2996. AMEND. BARRING AID TO ANY NATION WHICH EXPORTED TO U.S.S.R. OR NATION DOMINATED BY U.S.S.R. ANY WAR IMPLEMENTS OR ARTICLES OF STRATEGIC SIGNIFICANCE.,https://voteview.com/rollcall/RS0870268,,,,
87,269,Senate,S2996,econ,N,,"S. 2996. PASSAGE OF THE BILL MAKING NEW FISCAL 1963 AUTHORIZATIONS FOR ECONOMIC AID OF $1,908,900,000 AND PROVIDING A FOUR-YEAR AUTHORIZATION OF $3 BILLION, INCLUDING $600 MILLION FOR AID TO LATIN.",https://voteview.com/rollcall/RS0870269,,,,
87,279,Senate,HR11289,mil,N,,HR 11289. PASSAGE Military Appo,https://voteview.com/rollcall/RS0870279,,,,
87,291,Senate,Treaty,treaty,N,,"EXEC. D, 87TH CONGRESS, SESSION 2. INTERNATIONAL WHEAT AGREEMENT OF 1962.",https://voteview.com/rollcall/RS0870291,,,,
87,381,Senate,SJRE224,gov,N,,"S.J. RES. 224. RESOLUTION GRANTING THE PRES. STANDBY AUTHORITY, UNTIL FEB. 28, 1963, TO CALL UP 150,000 MEMBERS OF THE READY RESERVE TO ACTIVE DUTY AND TO EXTEND ENLISTMENTS.",https://voteview.com/rollcall/RS0870381,,,,
87,384,Senate,HR11970,econ,Y,,HR 11970. CURTIS AMEND. ESTABLISHING LEGISLATIVE COMMITTEE TO APPROVE TRADE AGREEMENTS.,https://voteview.com/rollcall/RS0870384,,,,
87,385,Senate,HR11970,econ,Y,,HR 11970. CURTIS AMEND. ELIMINATING THE TRADE ADJUSTMENT PROVISIONS GIVING AID TO FIRMS AND WORKERS ADVERSELY AFFECTED BY THE ACT.,https://voteview.com/rollcall/RS0870385,,,,
87,386,Senate,HR11970,econ,Y,,HR 11970. BYRD AMEND. LOWERING THE LEVEL OF UNEMPLOYMENT COMPENSATION PAYMENTS UNDER THE BILL.,https://voteview.com/rollcall/RS0870386,,,,
87,387,Senate,HR11970,econ,Y,,HR 11970. BUSH AMEND. REMOVING THE PRESIDENT'S AUTHORITY TO ELIMINATE TARIFFS WHICH WERE CURRENTLY 5 PERCENT OR LESS.,https://voteview.com/rollcall/RS0870387,,,,
87,389,Senate,HR11970,econ,Y,,HR 11970. CURTIS AMEND. PROVIDING THAT EVERY TRADE AGREEMENT BE DESIGNED TO MAINTAIN OR EXPAND THE 1957 VOLUME OF EXPORTS OF AGRICULTURAL COMMODITIES.,https://voteview.com/rollcall/RS0870389,,,,
87,390,Senate,HR11970,econ,Y,,HR 11970. DIRKSEN AMEND. REDUCING THE PRESIDENT'S NEGOTIATING AUTHORITY FROM FIVE YEARS TO THREE.,https://voteview.com/rollcall/RS0870390,,,,
87,391,Senate,HR11970,econ,Y,,HR 11970. PROUTY AMEND. REQUIRING THAT THE PRESIDENT'S REPORT TO CONGRESS ON TRADE NEGOTIATIONS INCLUDE THE PRENEGOTIATION ADVICE GIVEN HIM BY THE TARIFF COMMISSION.,https://voteview.com/rollcall/RS0870391,,,,
87,392,Senate,HR11970,econ,N,,Trade Expansion Act HR 11970. PASSAGE.,https://voteview.com/rollcall/RS0870392,,,,
87,395,Senate,SJRE230,gov,N,,"S.J. RES. 230. EXPRESS U.S. DETERMINATION TO PREVENT THE SPREAD OF COMMUNISM FROM CUBA TO REST OF THE WESTERN HEMISPHERE, BY ANY MEANS NECESSARY, INCLUDING USE OF ARMS.",https://voteview.com/rollcall/RS0870395,,,,
87,414,Senate,HR13175,econ,N,,"HR 13175. FOREIGN ASSISTANCE APPROPRIATION ACT. ADOPTION OF SENATE APPROPRIATIONS COMMITTEE AMENDMENTS PROVIDING $785 MILLION MORE THAN THAT PROVIDED BY HOUSE FOR THE DEVELOPMENT OF GRANTS AND LOANS, THE CONTINGENCY FUND, SUPPORTING ASSISTANCE, THE ALLIANCE FOR PROGRESS AND MILITARY AID.",https://voteview.com/rollcall/RS0870414,,,,
87,415,Senate,HR13175,econ,N,,"HR 13175. ADOPTION OF APPROPRIATIONS COMMITTEE AMENDMENTS BARRING AID TO NATIONS WHICH AIDED CUBA OR PERMITTED THEIR SHIPS TO DELIVER STRATEGIC ITEMS TO CUBA, AND BARRING SHIPPING OF FOREIGN AID CARGOES IN SHIPS OF NATIONS WHICH SUPPLIED GOODS TO CUBA, UNLESS PRESIDENT DETERMINED THAT W/HOLDING AID OR CARGOES WOULD BE DETRIMENTAL TO U.S. NATIONAL INTERESES.",https://voteview.com/rollcall/RS0870415,,,,
87,416,Senate,HR13175,econ,N,,"HR 13175. ADOPTION OF APPROPRIATIONS COMMITTEE AMENDMENTS BARRING AID TO COMMUNIST COUNTRIES UNLESS THE PRESIDENT DETERMINED AND REPORTED TO CONGRESS THAT THE AID WAS VITAL TO U.S. SECURITY, THAT THE RECIPIENT WAS NOT CONTROLLED BY THE INTERNATIONAL COMMUNIST CONSPIRACY AND THAT THE AID WOULD PROMOTE THE RECIPIENT'S INDEPENDENCE FROM INTERNATIONAL COMMUNISM.",https://voteview.com/rollcall/RS0870416,,,,
87,418,Senate,HR13175,econ,Y,,HR 13175. ELLENDER AMEND. TO REDUCE BY $150 MILLION THE PROPOSED APPROPRIATION FOR MILITARY AID.,https://voteview.com/rollcall/RS0870418,,,,
87,419,Senate,HR13175,econ,Y,,HR 13175. ELLENDER AMEND. TO REDUCE BY $200 MILLION THE PROPOSED APPROPRIATION FOR DEVELOPMENT LOANS.,https://voteview.com/rollcall/RS0870419,,,,
87,420,Senate,HR13175,econ,N,,HR 13175. HAYDEN AMEND. TO PERMIT OBLIGATED UNEXPENDED BALANCES OF FISCAL 1962 ECONOMIC AID FUNDS SUBSEQUENTLY DEOBLIGATED TO REMAIN AVAILABLE IN FISCAL 1963 FOR PROJECTS PREVIOUSLY JUSTIFIED TO CONGRESS.,https://voteview.com/rollcall/RS0870420,,,,
87,421,Senate,HR13175,econ,N,,"HR 13175. DODD AMEND. TO INCREASE BY $2 MILLION THE $16,677,000 PROVIDED FOR MIGRATION AND REFUGEES AID.",https://voteview.com/rollcall/RS0870421,,,,
87,422,Senate,HR13175,econ,Y,,"HR 13175. MUNDT AMEND. TO REDUCE BY $125 MILLION THE $1,125,000,000 PROPOSED FOR DEVELOPMENT LOANS.",https://voteview.com/rollcall/RS0870422,,,,
87,423,Senate,HR13175,econ,N,,HR 13175. PASSAGE.,https://voteview.com/rollcall/RS0870423,,,,
87,55,Senate,HR6518,econ,N,,HR 6518. APPROPRIATE FUNDS FOR INTER-AMERICAN SOCIAL AND ECONOMIC COOPERATION PROGRAM AND CHILEAN RECONSTRUCTION PROGRAM. CONFERENCE REPORT. HOUSE AMENDMENT TO DROP SENATE PROVISION SETTING INTEREST RATE CEILING ON FUNDS RELOANED BY RECIPIENT NATION AND SUBSTITUTE PROVISION THAT INTEREST RATES BE WITHIN LEGAL LIMIT OF RECIPIENT NATION. AGREED TO.,https://voteview.com/rollcall/RS0870055,,,,
88,9,House,HR2440,mil,Y,,H.R. 2440. CURTIS MOTION TO RECOMMIT WITH INSTRUCTIONS TO REDUCE AUTHORIZATION FOR ALL ITEMS EXCEPT AIR FORCE RESEARCH AND DEVELOPMENT AND NAVY SHIP AND TORPEDO PROCUREMENT BY 5%.,https://voteview.com/rollcall/RH0880009,,,,
88,10,House,HR2440,mil,N,,H.R. 2440. PASSAGE.,https://voteview.com/rollcall/RH0880010,,,,
88,21,House,HR5517,gov,Y,,H.R. 5517. SUPPLEMENTAL APPROPRIATIONS FOR FISCAL 1963. LIPSCOMB MOTION TO RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS THAT HOUSE CONFEREES DISAGREE TO A SENATE AMENDMENT PROVIDING $65000 A S A U.S. CONTRIBUTION TO THE INTERNATIONAL PEACE CORPS SECRETARIAT.,https://voteview.com/rollcall/RH0880021,,,,
88,41,House,HR7179,mil,N,,H.R. 7179. APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE. PASSAGE.,https://voteview.com/rollcall/RH0880041,,,,
88,70,House,HR5555,mil,N,,"H.R. 5555. AUTHORIZE $1.2 BILLION ANNUALLY FOR PAY INCREASES FOR THE ARMED SERVICES, COAST GUARD. ADOPTION OF CONFERENCE REPORT.",https://voteview.com/rollcall/RH0880070,,,,
88,83,House,HR6500,mil,N,,"H.R. 6500. CONFERENCE REPORT AUTHORIZING $1,642,254,380 FOR CONSTRUCTION OF MILITARY BASES IN THE U.S. AND ABROAD, AND FOR MILITARY FAMILY HOUSING.",https://voteview.com/rollcall/RH0880083,,,,
88,93,House,HR9139,mil,N,,H.R. 9139. MILITARY CONSTRUCTION APPROPRIATION BILL. PASSAGE.,https://voteview.com/rollcall/RH0880093,,,,
88,111,House,HR9499,econ,Y,,H.R. 9499. FOREIGN AID APPROPRIATIONS. JENSEN (R-IOWA) MOTION TO RECOMMIT AND INSERT AN AMENDMENT DESIGNED TO BAR THE EXPORT-IMPORT BANK FORM GUARANTEEING CREDITS TO COMMUNIST COUNTRIES OR THEIR NATIONALS FOR THE PURCHASE OF U.S. COMMODITIES.,https://voteview.com/rollcall/RH0880111,,,,
88,112,House,HR9499,econ,N,,H.R. 9499. PASSAGE.,https://voteview.com/rollcall/RH0880112,,,,
88,156,House,HR10939,mil,N,,"H.R. 10939. AUTHORIZE $4675 9,567,000 FOR THE DEFENSE DEPARTMENT. PASSAGE.",https://voteview.com/rollcall/RH0880156,,,,
88,159,House,S2214,gov,Y,,S. 2214. AUTHORIZE $312 MILLION AS THE U.S. CONTRIBUTION TO AN INCREASE IN THE FINANCIAL RESOURCES OF THE INTERNATIONAL DEVELOPMENT ASSOCIATION. CLAWSON MOTION TO RECOMMIT.,https://voteview.com/rollcall/RH0880159,,,,
88,179,House,HR11812,econ,N,,"H.R. 11812. APPROPRIATE $37 39,249,400 FOR FOREIGN ASSISTANCE AND RELATED AGENCIES. ADOPTION OF A RESOLUTION (H. RES. 793) WAIVING ALL POINTS OF ORDER AGAINST THIS BILL.",https://voteview.com/rollcall/RH0880179,,,,
88,181,House,HR11812,econ,N,,H.R. 11812. PASSAGE.,https://voteview.com/rollcall/RH0880181,,,,
88,195,House,HR10939,mil,N,,"H.R. 10939. CONFERENCE REPORT APPROPRIATING $46,752,051,000 FOR THE DEFENSE DEPARTMENT. ADOPTED (WITH ONE PROVISION STILL IN DISPUTE BETWEEN THE HOUSE AND SENATE--BELOW).",https://voteview.com/rollcall/RH0880195,,,,
88,205,House,S1627,gov,N,,S. 1627. ENABLE THE U.S. TO PAY ITS SHARE OF FISCAL 1964 OPERATING EXPENSES OF THE INTERNATIONAL COMMISSION FOR SUPERVISION AND CONTROL IN LAOS. PASSAGE.,https://voteview.com/rollcall/RH0880205,,,,
88,34,Senate,HR2440,mil,Y,,"HR. 2440. AUTHORIZE $15,147,491,000 FOR PROCUREMENT, RESEARCH, DEVELOPMENT, TESTING, & EVALUATION OF AIRCRAFT, MISSILES & NAVAL VESSELS FOR THE DEFENSE DEPT. RUSSELL (GA.) AMEND. TO STRIKE $196 MILLION TO INITATE PROCUREMENT OF THE NIKE-ZEUS ANTI-MISSILE SYSTEM.",https://voteview.com/rollcall/RS0880034,,,,
88,35,Senate,HR2440,mil,N,,"HR. 2440. SMITH AMEND. TO ADD A $134 MILLION AUTHORIZATION FOR TWO ADDITIONAL ""KILLER"" NUCLEAR SUBMARINES",https://voteview.com/rollcall/RS0880035,,,,
88,41,Senate,HR5517,mil,Y,,HR. 5517. YOUNG AMEND. TO ELIMINATE $30 MILLION APPROPRIATED FOR CIVIL DEFENSE.,https://voteview.com/rollcall/RS0880041,,,,
88,61,Senate,Treaty,treaty,N,,"EXECUTIVE H, 87TH CONG., 2ND SESS. INTER-NATIONAL COFFEE AGREEMENT OF 1962. RATIFIED.",https://voteview.com/rollcall/RS0880061,,,,
88,75,Senate,S777,gov,N,,"S. 777. AUTHORIZE A 2-YEAR, $20 MILLION APPROPRIATION FOR THE ARMS CONTROL AND DISARMAMENT AGENCY. PASSAGE.",https://voteview.com/rollcall/RS0880075,,,,
88,77,Senate,HR3872,gov,N,,"HR. 3872. EXTEND FOR 5 YEARS, THE LIFE OF THE EXPORT-IMPORT BANK OF WASHL, CONTINUE ITS AUTHORITY TO BORROW NEEDED FUNDS DIRECTLY FROM THE TREASURY AND INCREASE THAT AUTHORITY TO $8 BILLION FROM $6 BILLION, AND INCREASE ITS LANDING AUTHORITY.",https://voteview.com/rollcall/RS0880077,,,,
88,127,Senate,Treaty,treaty,Y,,"EXEC. M, 88TH CONG., 1ST SESS. LIMITED NUCLEAR TESTBAN TREATY. GOLDWATER RESERVATION TO THE RESOLUTION OF OF RATIFICATION TO MAKE U.S. RATIFICATION CONTINGENT UPON A COMPLETE & U.N.-INSPECTED WITHDRAWAL OF SOVIET NUCLEAR WEAPONS & MILITARY AND TECHNICAL PERSONNEL FROM CUBA.",https://voteview.com/rollcall/RS0880127,,,,
88,128,Senate,Treaty,treaty,Y,,EXEC. M. TOWER RESERVATION TO MAKE U.S. RATIFICATION CONTINGENT UPON FULL PAYMENT OF ALL SOVIET ARREARS FOR PEACE & SECURITY OPERATION OF THE U.N.,https://voteview.com/rollcall/RS0880128,,,,
88,129,Senate,Treaty,treaty,Y,,EXEC. M. TOWER RESERVATION TO DELAY THE EFFECTIVE DATE OF THE TREATY UNTIL THE ORIGINAL PARTIES REVISED IT TO PROVIDE AN ADEQUATE SYSTEM OF ONSITE INSPECTIONS TO DETECT ANY VIOLATIONS.,https://voteview.com/rollcall/RS0880129,,,,
88,130,Senate,Treaty,treaty,N,,EXEC. M. MANSFIELD MOTION TO TABLE A TOWER/LONG UNDERSTANDING TO THE RESOLUTION THAT WOULD STIPULATE THAT THE TREATY WOULD NOT INHIBIT THE USE OF NUCLEAR WEAPONS IN ARMED CONFLICTS.,https://voteview.com/rollcall/RS0880130,,,,
88,132,Senate,Treaty,treaty,Y,,"EXEC. M. RUSSELL AMEND, IN THE NATURE OF A PREAMBLE TO THE RESOLUTION OF RATIFICATION, TO STATE THAT FUTURE AMENDS. TO THE TREATY WOULD BE SUBJECT TO THE ADVICE & CONSENT OF THE SENATE, PROVIDED THAT 2/3'S OF THE SENATORS PRESENT CONCUR.",https://voteview.com/rollcall/RS0880132,,,,
88,133,Senate,Treaty,treaty,N,,EXEC. M. APPROVAL OF RESOLUTION OF RATIFICATION.,https://voteview.com/rollcall/RS0880133,,,,
88,134,Senate,HR7179,mil,Y,,HR. 7179. APPROPRIATIONS FOR DEPT. OF DEFENSE. SALTONSTALL AMEND. TO CUT THE PROCUREMENT APPROPRIATION BY ONE PERCENT.,https://voteview.com/rollcall/RS0880134,,,,
88,135,Senate,HR7179,mil,Y,,HR. 7179. MCGOVERN AMEND. TO CUT THE PROCUREMENT APPROPRIATION BY 10 PER CENT & THE RESEARCH & DEVELOPMENT APPR. BY 10 PER CENT.,https://voteview.com/rollcall/RS0880135,,,,
88,137,Senate,HR7179,mil,N,,HR. 7179. PASSAGE.,https://voteview.com/rollcall/RS0880137,,,,
88,138,Senate,HR5555,mil,N,,HR. 5555. AUTHORIZE $1.2 BILLION ANNUALLY FOR PAY INCREASES FOR THE ARMED FORCES. ADOPTION OF CONFERENCE REPORT.,https://voteview.com/rollcall/RS0880138,,,,
88,162,Senate,HR7885,econ,Y,,HR. 7885. MORSE MOTION TO RECOMMIT FOR ONE WEEK.,https://voteview.com/rollcall/RS0880162,,,,
88,163,Senate,HR7885,econ,Y,,HR. 7885. HOLLAND AMEND. TO CUT STANDING AUTHORIZATIONS FOR DEVELOPMENT LOANS FOR FISCAL YEARS 1965 & 1966 TO $975 MILLION EACH.,https://voteview.com/rollcall/RS0880163,,,,
88,164,Senate,HR7885,econ,Y,,HR. 7885. ELLENDER AMEND TO LOWER THE AMOUNT FOR DEVELOPMENT LOANS TO $900 MILLION.,https://voteview.com/rollcall/RS0880164,,,,
88,165,Senate,HR7885,econ,N,,HR. 7885. DIRKSEN MOTION TO TABLE RECONSIDERATION OF THE VOTE ON THE ABOVE AMEND.,https://voteview.com/rollcall/RS0880165,,,,
88,166,Senate,HR7885,econ,Y,,HR. 7885. MORSE AMEND. TO REDUCE DEVELOPMENT LOANS FOR FISCAL 1964 FOR $975 MILLION TO $950 MILLION & REPEAL THE STANDING AUTHORIZATION FOR DEVELOPMENT LOAN FUNDS FOR FISCAL YEARS 1965 AND 1966.,https://voteview.com/rollcall/RS0880166,,,,
88,168,Senate,HR7885,econ,Y,,"HR. 7885. MANSFIELD/DIRKSEN AMEND. CUTTING $460 MILLION FROM THE COMMITTEE BILL: $110 MILLION FROM DEVELOPMENT LOANS, $300 MILLION FROM MILITARY ASSISTANCE, & $50 MILLION FROM ALLIANCE FOR PROGRESS; ALSO REQUIRING FEASIBILITY STUDIES BY OUTSIDE ENGINEERS BEFORE AUTHORIZATION OF ANY PROJECT COSTING OVER $500,0009",https://voteview.com/rollcall/RS0880168,,,,
88,169,Senate,HR7885,econ,Y,,HR. 7885. KUCHEL AMEND. PROHIBITING AID TO ANY COUNTRY WHICH EXTENDS ITS TERRITORIAL LIMITS ON THE HIGH SEAS BEYOND THE LIMITS RECOGNIZED BY THE U.S. AND PENALIZE U.S. VESSELS FOR FISHING W/IN THOSE LIMITS.,https://voteview.com/rollcall/RS0880169,,,,
88,171,Senate,HR7885,econ,N,,"HR. 7885. FULBRIGHT AMEND. TO GIVE THE PRES. MORE DISCRETION IN CUTTING OFF AID TO AGGRESSOR NATIONS, AND TO LIMIT THE AMEND. TO FOREIGN AID, NOT ALL FORMS OF U.S. ASSISTANCE.",https://voteview.com/rollcall/RS0880171,,,,
88,173,Senate,HR7885,econ,Y,,HR. 7885. GRUENING AMEND. TO RAISE INTEREST RATES ON FOREIGN LOANS TO 1/4 OF 1% HIGHER THAN THE BORROWING RATE PAID BY THE TREASURY.,https://voteview.com/rollcall/RS0880173,,,,
88,176,Senate,HR7885,econ,Y,,HR. 7885. LAUSCHE AMEND. TO DELETE LANGUAGE THAT WOULD PERMIT THE PRES. TO CONTINUE GRANTING MOST-FAVOREDNATION TARIFF TREATMENT TO POLAND & YUGOSLAVIA.,https://voteview.com/rollcall/RS0880176,,,,
88,177,Senate,HR7885,econ,N,,HR. 7885. HUMPHREY AMEND. TO REMOVE THE PEACE CORPS & THE MUTUAL EDUCATIONAL & CULTURAL EXCHANGE ACT FROM COVERAGE BY PROVISIONS REQUIRING CESSATION OF AID UNDER CERTAIN CIRCUMSTANCES.,https://voteview.com/rollcall/RS0880177,,,,
88,179,Senate,HR7885,econ,Y,,HR. 7885. MILLER AMEND. TO DENY DEVELOPMENT LOANS OR DEVELOPMENT GRANTS TO ANY NATION WHICH IS MORE THAN ONE YEAR IN ARREARS ON PAYMENTS TO THE U.N. UNLESS IT IS ECONOMICALLY UNABLE TO PAY.,https://voteview.com/rollcall/RS0880179,,,,
88,180,Senate,HR7885,econ,Y,,HR. 7885. MORSE AMEND. TO BAR USE OF ANY AID FUNDS BY ANY COUNTRY FOR BALANCE OF PAYMENTS OR BUDGET-SUPPORT REASONS.,https://voteview.com/rollcall/RS0880180,,,,
88,181,Senate,HR7885,econ,Y,,HR. 7885. GRUENING AMEND. TO REQUIRE A FLAT 2% INTEREST RATE ON ALL FOREIGN AID LOANS.,https://voteview.com/rollcall/RS0880181,,,,
88,182,Senate,HR7885,econ,Y,,HR. 7885. MORSE AMEND. TO CUT FUNDS FOR SUPPORTING ASSISTANCE FROM $400 MILLION TO $350 MILLION.,https://voteview.com/rollcall/RS0880182,,,,
88,183,Senate,HR7885,econ,Y,,HR. 7885. MORSE AMEND. TO CUT FUNDS FOR SUPPORTING ASSISTANCE TO $380 MILLION.,https://voteview.com/rollcall/RS0880183,,,,
88,185,Senate,HR7885,econ,Y,,"HR. 7885. MORSE AMEND. TO END FOREIGN AID AFTER JUNE 1965 UNLESS RECIPIENT COUNTRIES HAVE ADOPTED SEVERAL SELF-HELP MEASURES & REFORMS, THE AID IS BEING GIVEN UNDER AN IRREVOCABLE PRIOR CONTRACT, & THE MEMBER OF AID RECIPIENTS HAS BEEN REDUCED TO 50.",https://voteview.com/rollcall/RS0880185,,,,
88,188,Senate,HR7885,econ,N,,HR. 7885. MANSFIELD MOTION TO TABLE MUNDT AMEND. TO PROHIBIT THE EXPORT-IMPORT BAK FROM GUARANTEEING OR EXTENDING CREDIT FOR THE SALE OF GRAIN TO ANY COMMUNIST COUNTRY.,https://voteview.com/rollcall/RS0880188,,,,
88,190,Senate,HR7885,econ,N,,HR. 7885. PASSAGE.,https://voteview.com/rollcall/RS0880190,,,,
88,197,Senate,HR8747,mil,Y,,"HR. 8747. YOUNG AMEND. TO REDUCE DEFENSE DEPT. CIVIL DEFENSE FUNDS FOR RESEARCH, SHELTER SURVEYS & MARKING BY $46,900,000.",https://voteview.com/rollcall/RS0880197,,,,
88,203,Senate,S2310,econ,N,,S. 2310. BAR THE EXPORT-IMPORT BANK OR ANY OTHER GOV'T AGENCY FROM GUARANTEEING PRIVATE U.S. CREDIT TO COMMUNIST COUNTRIES FOR ANY PURCHASE. MANSFIELD MOTION TO TABLE THE BILL.,https://voteview.com/rollcall/RS0880203,,,,
88,213,Senate,HR7885,econ,N,,HR. 7885. FOREIGN ASSISTANCE ACT. ADOPTION OF CONFERENCE REPORT.,https://voteview.com/rollcall/RS0880213,,,,
88,217,Senate,HR9499,econ,Y,,"HR. 9499. APPROPRIATIONS FOR FOREIGN AID. MORSE AMEND. TO DELETE A PROVISION THAT APPROPRIATED $50 MILLION FOR THE INTER-AMERICAN DEVELOPMENT BANK, CONTINGENT UPON ENACTMENT OF LEGISLATION AUTHORIZING $50 MILLION.",https://voteview.com/rollcall/RS0880217,,,,
88,220,Senate,HR9499,econ,Y,,HR. 9499. FOREIGN AID APPROPRIATIONS. MORSE AMEND. TO CUT FUNDS FOR SUPPORTING ASSISTANCE FROM $380 MILLION TO $300 MILLION.,https://voteview.com/rollcall/RS0880220,,,,
88,221,Senate,HR9499,econ,Y,,HR. 9499. ELLENDER AMEND TO CUT $30 MILLION FROM SUPPORTING ASSISTANCE.,https://voteview.com/rollcall/RS0880221,,,,
88,222,Senate,HR9499,econ,Y,,HR. 9499. ELLENDER AMEND. TO CUT $200 MILLION FROM THE $800 MILLION PROVIDED FOR DEVELOPMENT LOANS.,https://voteview.com/rollcall/RS0880222,,,,
88,223,Senate,HR9499,econ,Y,,HR. 9499. MORSE AMEND. TO PROVIDE $3 BILLION FOR FOREIGN AID AND GIVE THE PRES. 30 DAYS TO ALLOCATE THE CUTS.,https://voteview.com/rollcall/RS0880223,,,,
88,226,Senate,HR9499,econ,Y,,HR. 9499. WILLIAMS AMEND. TO REMOVE SUPPLEMENTAL FUNDS FOR SENATE & HOUSE EXPENSES.,https://voteview.com/rollcall/RS0880226,,,,
