congress,chamber,rollnumber,type_1,type_2,reverse_vote,bill_number,dtl_desc
91,Senate,12,gov,treaty,Y,NA,"To Agree To An Executive Understanding To The Treaty On Nonproliferation Of Nuclear Weapons; The Understanding Providing That After Senate Ratification, Any Military Attack Against Another Country By A Nuclear-weapons State Party To The Treaty, Would Be Regarded As A Violation Of Its Spirit And A Threat To The Security Of Other Signatories Justifying Their Withdrawal And Also That Any Such Attack Will Automatically Be Regarded As An Abrogation Of The Treaty, Making It Null And Void."
91,Senate,13,gov,treaty,Y,NA,"To Agree To An Executive Understanding To The Treaty On Nonproliferation Of Nuclear Weapons, Said Understanding Providing That The U.S. And The Soviet Union Deposit Their Instruments Of Ratification Simultaneously, At An Agreed-upon Time."
91,Senate,14,gov,treaty,Y,NA,"To Agree To An Executive Understanding To The Treaty On Nonproliferation Of Nuclear Weapons; Said Understanding Providing For Treaty To Be Construed In Accordance With Answers Given By U.S. To Certain Questions By Other Nato Members Regarding Permissibility Of (1) Transfer Of Nuclear Delivery Systems So Long As Bombs Or Warheads Are Not Involved, (2) Consultations And Planning On Nuclear Defense, (3) Deployment Of Nuclear Weapons By U.S. Within Territory Of Nonnuclear Nato Members, And (4) Unification Of Europe If A Nuclear Weapon State Is One Of The Constituent States."
91,Senate,15,gov,treaty,Y,NA,"To Agree To An Executive Understanding To The Treaty On Nonproliferation Of Nuclear Weapons, Providing That The U.S. Does Not Obligate Itself To Use Its Armed Forces To Defend Any Non-nuclear Weapon State Or Any Member Of U.N. Against Any Acts Or Threats Of Aggression Even If Accompanied By Use Or Threatened Use Of Nuclear Weapons."
91,Senate,16,gov,treaty,N,NA,To Adopt The Resolution Of Ratification Of The Treaty On Non-proliferation Of Nuclear Weapons.
91,Senate,22,gov,treaty,N,NA,To Adopt A Resolution Of Ratification Providing For Agreement With Canada Providing For Additional Temporary Diversions From The Niagra For Power Production Services.
91,Senate,26,gov,supranational,N,HR33,"To Pass H.R. 33, A Bill To Increase By $480 Million U.S. Participation In The International Development Association."
91,Senate,38,gov,treaty,N,NA,"To Agree To Resolution Of Ratification On Broadcast Agreements Between U.S. And Mexico. (ex B, 91st Cong., 1st Sess.)"
91,Senate,41,gov,national,Y,SRES85,"To Amend S. Res. 85, Defining A National Commitment To Mean Use Of U.S. Armed Forces On Foreign Territory, Or A Promise To Assist A Foreign Country By Use Of U.S. Armed Forces Or Financial Resources, And Stating Sense Of The Senate That A National Commitment Results Only From Affirmative Action By The Legislative And Executive Branches By Means Of A Treaty, Statute Or Concurrent Resolution Of Both House Of Congress Providing Therefor. The Mundt-dodd Amendment, In The Nature Of A Substitute, Defines National Commitment To Mean A Promise To A Foreign Nation To Use U.S. Armed Forces In Hostilities And Stating Sense Of The Senate That In Future Situations No Such Commitment Shall Be Made Without Legislative Action And That Armed Forces Shall Not Be Used On Foreign Territory Without Legislative Action Except To Repel Attack On U.S. Or To Meet Threat To National Security Or To Protect U.S. Citizens And Property."
91,Senate,42,gov,national,N,SRES85,"To Adopt S. Res. 85, Defining A National Commitment To Mean Use Of U.S. Armed Forces On Foreign Territory, Or A Promise To Assist A Foreign Country By Use Of U.S. Armed Forces Or Financial Resources, And Stating Sense Of The Senate That A National Commitment Results Only From Affirmative Action By The Executive And Legislative Branches By Means Of A Treaty, Statute Or Concurrent Resolution Of Both Houses Of Congress Providing Therefor."
91,Senate,53,mil,appropriations,Y,S2546,"To Amend S. 2546, Fiscal 1970 Authorizations For Military Procurement, By Barring Use Of Funds For Research And Development Testing, Evaluation, Or Procurement Of The Abm System Known As The Safeguard System, Or To Carry Out Such Activities On Any Part Or Component Of Such System."
91,Senate,67,mil,appropriations,Y,S2546,"To Amend S. 2546, Fiscal 1970 Authorizations For Military Procurement, By Reducing By $45 Million Funds For R And D, Test, And Evaluation, Including Funds For Federal Contract Research Centers And Social Science Research Programs. The Amendment Was Modified So As To Add A New Section Providing That No Funds Shall Be Used For Research Projects Or Study Unless Such Project Or Study Has A Direct Relationship To A Specific Military Function."
91,Senate,69,mil,appropriations,Y,S2546,"To Amend S. 2546, By Reducing By $533 Million Funds For Procurement Of Aircraft By The Airforce, And Limiting To A Maximum Of 58, The Number Of C-5a Cargo Aircraft Which May Be Purchased Until The Comptroller-general Makes A Comprehensive Study Of The Cost Of Such Aircraft Within 90 Days After Enactment."
91,Senate,72,mil,appropriations,Y,S2546,"To Amend S. 2546, By Prohibiting Expenditure Of Funds For Production Or Procurement Of Nuclear Aircraft Carrier Designated As Cvan-69 Until A Comprehensive Study (by April 30, 1970) Of Past And Projected Costs And Effectiveness Of Attack Aircraft Carriers And Their Task Forces May Be Made."
91,Senate,74,mil,appropriations,Y,S2546,"To Amend S. 2546, By Reducing From $95 Million To $20 Million Funds For Research, And Development, Test And Evaluation For The Advanced Manned Strategic Aircraft. (amsa)"
91,Senate,76,mil,appropriations,N,S2546,"To Amend S. 2546, By Providing That Support To Local Forces In Laos And Thailand Be Limited, Except Where Protection Of U.S. Personnel Is Directly Concerned, To The Providing Of Supplies, Material, Equipment, And Facilities, And Providing Of Training For Local Forces."
91,Senate,78,mil,appropriations,Y,S2546,"To Amend S. 2546, By Setting Troop Level For U.S. Armed Forces At 3,461,000, And To Reduce That Level By The Same Number Of Troops Which Are Withdrawn From Viet Nam After July 1, 1969."
91,Senate,80,mil,appropriations,Y,S2546,"To Amend S. 2546, By Creating A 15-member Commission On National Security Policy To Make A Full And Complete Study Of National Security Policy And Programs, And Reports' Its Recommendations To The President And The Congress Not Later Than Dec. 31, 1970."
91,Senate,81,mil,appropriations,N,S2546,To Pass S. 2546.
91,Senate,83,mil,construction,Y,HR4152,"To Amend H.R. 4152, Authorizing $384.6 Million For Programs Of The Maritime Administration For Fiscal 1970, By Reducing By $12,982,000 Funds For Acquisition Construction Or Reconstruction Of Vessels And Construction-differential Subsidees Ans Cost Of National Defense Features In Construction, Reconstruction, Or Conditioning Of Ships."
91,Senate,110,gov,treaty,N,NA,"To Adopt Resolution Of Ratification Of The Convention On The Conduct Of Fishing Operations In The North Atlantic (ex. D, 91st Cong., 1st Sess.)"
91,Senate,117,gov,national,Y,HR12964,"To Table Sen. Byrd's Amendment To H.R. 12964, Fiscal 1970 Appropriations For The Departments Of State Justice And Commerce, The Judiciary And Related Agencies, Said Amendment Stating Sense Of Senate That Any Agreement Entered Into By The President To Change The Status Of Any Territory Referred To In Article 3 Of The Treaty Of Peace With Japan Shall Not Take Place Without The Advice And Consent Of The Senate."
91,Senate,118,gov,national,Y,HR12964,To Amend H.R. 12964 By Stating The Sense Of Senate That Any Agreement Entered Into The President To Change The Status Of Any Territory Referred To In Article 3 Of The Treaty Of Peace With Japan Shall Not Take Place Without The Advice And Consent Of The Senate.
91,Senate,129,mil,construction,N,HR13018,"To Pass H.R. 13018, Fiscal 1970 Authorizations For Military Construction."
91,Senate,167,mil,construction,N,HR14751,"To Pass With Committee Amendments And Return To The House, H.R. 14751, Fiscal 1970 Appropriations For Military Construction."
91,Senate,201,econ,unspecified,N,HR14580,"To Amend H.R. 14580, A Bill Providing For Fiscal 1970 Authorizations For Foreign Aid Program, To Encourage Vietnamese Land Reform Programs By Authorizing The President To Make Grants To The Vietnam Government For Purchase Of U.S. Goods And Commodities Produced In The U.S."
91,Senate,202,econ,nonmilitary,N,HR14580,"To Amend H.R. 14580, To Authorize The President To Issue Guarantees To Eligible Investors For Purpose Of Increasing The Participation Of Private Enterprise In Furthering Development Of Economic Resources And Productive Capacities Of Less Developed Countries."
91,Senate,203,econ,security-military,Y,HR14580,"To Amend H.R. 14580, To Prohibit Further Grants Of Military Aid To Greece Beyond That Heretofore Authorized."
91,Senate,204,econ,unspecified,Y,HR14580,"To Amend H.R. 14580, To Provide That Total Authorizations Of The Bill Not Exceed $1,760,700,000."
91,Senate,205,econ,unspecified,N,HR14580,"To Pass H.R. 14580, Fiscal 1970, Authorizations For The Foreign Aid Program."
91,Senate,209,gov,national,Y,HR15090,"To Amend The Mansfield-cooper Amendment To H.R. 15090, To Prohibit The Use Of Funds To Finance The Introduction Of American Ground Combat Troops In Paos Or Thailand."
91,Senate,210,gov,national,Y,HR15090,To Pass The Mansfield-cooper Amendment To H.R. 15090 As Amended By The Church Amendment To Prohibit The Use Of Funds To Finance The Introduction Of American Ground Combat Troops In Laos Or Thailand.
91,Senate,217,mil,appropriations,N,HR15090,"To Pass H.R. 15090, Fiscal 1970 Appropriations For The Defense Establishment."
91,Senate,228,econ,nonmilitary,Y,HR15149,"To Amend H.R. 15149, To Provide That Total Funds Appropriated By The Bill Not Exceed The Total Authorized To Be Appropriated."
91,Senate,229,econ,security-military,Y,HR15149,"To Amend H.R. 15149, To Increase From $375 Million To $350 Million Total Funds For Military Assistance, And Eliminate $50 Million Earmarked For Military Assistance For The Republic Of Korea."
91,Senate,230,econ,unspecified,N,HR15149,To Pass H.R. 15149.
91,Senate,243,econ,security-military,Y,HR15149,"To Instruct Conferees On H.R. 15149, To Insist That The Level Of Appropriations Not Exceed That Authorized By Law For Fiscal 1970, And That No Earmarking Of Funds For Specified For Military Assistance."
91,Senate,309,gov,treaty,N,NA,To Adopt Resolution Of Ratification Of Convention Establishing The World Intellectual Property Organization And Revision Of The Paris Convention For The Protection Of Industrial Property.
91,Senate,343,gov,treaty,N,NA,To Adopt Resolution Of Ratification Respecting A Protocol To The International Convention For The Northwest Atlantic Fisheries.
91,Senate,344,gov,treaty,N,NA,To Adopt Resolution Of Ratification Respecting Convention On Privileges And Immunities Of The United Nations.
91,Senate,363,gov,national,N,SRES211,"To Adopt S. Res. 211, Regarding Mutual Suspension Of Further Deployment Of Nuclear Strategic Weapons By The Ussr And The United States."
91,Senate,371,gov,national,N,S3544,"To Pass S. 3544, A Bill To Authorize $17.5 Million For The U.S. Arms Control And Disarmament Agency For Fiscal Years 1971 And 1972."
91,Senate,373,gov,national,N,S3127,"To Pass S. 3127, A Bill To Provide For The Exchange Of Governmental Officials Between The United States And The Ussr."
91,Senate,379,econ,security-military,Y,HR15628,"To Amend H.R. 15628, Relating To The Establishment Of Ceilings For Foreign Military Sales, By Authorizing $250 Million For Foreign Military Sales For 1970 And 1971."
91,Senate,380,econ,security-military,Y,HR15628,To Amend H.R. 15628 By Setting A Credit Ceiling On Foreign Military Sales.
91,Senate,381,econ,unspecified,Y,HR15628,"To Amend H.R. 15628 By Barring The Use Of Funds For U.S. Involvement In Cambodia After June 30, 1970, Unless Specifically Authorized By Law."
91,Senate,383,gov,national,N,HR15628,To Amend H.R. 15628 So As To Make Inoperative Provisions That Limit U.S. Military Involvement In Cambodia During Any Period In Which The President Determined That U.S. Citizens Were Held Prisoners Of War In Cambodia By North Vietnam Or The National Liberation Front.
91,Senate,384,gov,national,N,HR15628,"To Amend H.R. 15628, By Providing That Nothing In The Proposed Church-cooper Amendment Shall Preclude The President From Taking Such Actions As May Be Necessary To Protect U.S. Forces In South Vietnam Or Facilitate Their Withdrawal From South Vietnam."
91,Senate,386,econ,security-military,Y,HR15628,To Agree To Part I Of An Amendment To H.R. 15628 Which Provides To Strike From The Bill Authorization Of Funds And The Setting Of Credit Ceilings On Foreign Military Sales; To Strike Restrictions On Sales To Latin American And African Countries; And To Strike The Expression Of Need For International Defense Cooperation And Military Export Controls.
91,Senate,387,gov,national,Y,HR15628,"To Agree To Part Ii Of Amendment To H.R. 15628, Which Provides To Strike From The Bill The Section Expressing That The President Should Negotiate With The Soviet Union And Other Powers A Limitation On Arms Shipments To The Middle East."
91,Senate,389,econ,security-military,N,HR15628,"To Amend H.R. 15628, So As To Enable The United States To Provide The Proposed International Fighter Aircraft To Thailand As Well As To South Vietnam."
91,Senate,390,econ,security-military,N,HR15628,"To Amend H.R. 15628, By Increasing The Annual Ceiling For Excess Defense Articles Which May Be Given To Our Allies Under The Military Assistance Program."
91,Senate,391,gov,national,N,HR15628,To Amend H.R. 15628 To Provide That Nothing In Proposed Provisions Barring Funds For Retaining U.S. Forces In Cambodia Shall Preclude The President As Commander In Chief From Exercising Such Constitutional Power As May Be Necessary To Protect U.S. Armed Forces Wherever Deploued.
91,Senate,398,gov,national,Y,HR15628,To Amend H.R. 15628 By Repealing The Gulf Of Tonkin Resolution Effective At The End Of The 91st Congress.
91,Senate,411,gov,national,Y,HR15628,"To Amend H.R. 15628 By Providing That Nothing Contained In Proposed Provisions Of The Bill Barring Use Of Funds For U.S. Involvement In Cambodia After June 30, 1970, Unless Specifically Authorized By Law, Be Deemed To Impugn The Constitutional Powers Of The Congress."
